Id,Chr,Start,End,GC_Percent
ENSMUSG00000040380,chr14,55878913,55884392,49.67
ENSMUSG00000045150,chr2,88022774,88028252,32.85
ENSMUSG00000032508,chr9,119335934,119341411,52.15
ENSMUSG00000024459,chr17,36984061,36989537,45.85
ENSMUSG00000061296,chr13,22825875,22831348,39.46
ENSMUSG00000031323,chrX,102903216,102908687,43.64
ENSMUSG00000039754,chr5,136136146,136141615,53.33
ENSMUSG00000006469,chr2,25228898,25234364,55.44
ENSMUSG00000111772,chr2,86481921,86487386,34.38
ENSMUSG00000042073,chr9,106447459,106452923,52.88
ENSMUSG00000075119,chr2,88726903,88732366,33.49
ENSMUSG00000059473,chr9,39998003,40003465,37.56
ENSMUSG00000075164,chr2,87046811,87052273,35.05
ENSMUSG00000028435,chr4,41092722,41098183,53.57
ENSMUSG00000079519,chrX,78240462,78245921,32.77
ENSMUSG00000042340,chr7,127712736,127718192,49.22
ENSMUSG00000044293,chr10,129567655,129573110,34.37
ENSMUSG00000050711,chr1,79434669,79440120,39.55
ENSMUSG00000071662,chr19,8793127,8798577,45.17
ENSMUSG00000032607,chr9,108296853,108302302,47.28
ENSMUSG00000015085,chr2,25395874,25401321,55.36
ENSMUSG00000058057,chr15,100334929,100340375,47.2
ENSMUSG00000075170,chr2,86886773,86892216,31.67
ENSMUSG00000038180,chr2,156065175,156070617,56.66
ENSMUSG00000052310,chr3,90248172,90253612,50.56
ENSMUSG00000078486,chr4,156215868,156221307,51.93
ENSMUSG00000110819,chr2,89719575,89725012,33.43
ENSMUSG00000027720,chr3,37120523,37125959,38.44
ENSMUSG00000001566,chr5,29473034,29478470,54.09
ENSMUSG00000040952,chr7,24884371,24889806,52.89
ENSMUSG00000062488,chr19,34607970,34613401,42.73
ENSMUSG00000053769,chr3,95134088,95139518,48.5
ENSMUSG00000061210,chr6,43231529,43236959,35.67
ENSMUSG00000095384,chr14,43342383,43347811,41.61
ENSMUSG00000062248,chr13,51645232,51650660,41.67
ENSMUSG00000051314,chr7,30818348,30823775,52.28
ENSMUSG00000026248,chr1,79776018,79781445,43.57
ENSMUSG00000028108,chr3,95734147,95739569,54.97
ENSMUSG00000037916,chr19,4007384,4012806,52.02
ENSMUSG00000095226,chr14,42792568,42797987,41.62
ENSMUSG00000029047,chr4,155067016,155072433,54.06
ENSMUSG00000020526,chr11,84910950,84916366,48.07
ENSMUSG00000048540,chr3,102010076,102015492,47.87
ENSMUSG00000024835,chr19,4148619,4154035,56.23
ENSMUSG00000015776,chr2,26905262,26910677,52.31
ENSMUSG00000075210,chr2,85757353,85762766,36.37
ENSMUSG00000063994,chr17,37721808,37727220,36.63
ENSMUSG00000036813,chr2,25080304,25085716,52.48
ENSMUSG00000000346,chr15,100615349,100620761,50.58
ENSMUSG00000049305,chr9,108460527,108465938,53.14
ENSMUSG00000033730,chr14,70077203,70082614,55.14
ENSMUSG00000075140,chr2,88032288,88037699,34
ENSMUSG00000055610,chr7,86332176,86337586,35.24
ENSMUSG00000093806,chrX,170672644,170678054,64.05
ENSMUSG00000090461,chr10,118289629,118295038,42.87
ENSMUSG00000021550,chr13,58379817,58385225,46.7
ENSMUSG00000030672,chr7,127208890,127214298,50.1
ENSMUSG00000022435,chr15,85017141,85022547,53.19
ENSMUSG00000060938,chr11,68901583,68906989,46.51
ENSMUSG00000078752,chr7,34095431,34100837,46.29
ENSMUSG00000073877,chr4,42153436,42158839,52.13
ENSMUSG00000046913,chr19,12995014,13000417,35.71
ENSMUSG00000033446,chr14,73237895,73243294,36.39
ENSMUSG00000060802,chr2,122147686,122153083,46.15
ENSMUSG00000046804,chr2,118772769,118778165,50.18
ENSMUSG00000047544,chr7,103563747,103569143,35.82
ENSMUSG00000095390,chr9,39907336,39912732,36.95
ENSMUSG00000049618,chr17,37334303,37339698,36.01
ENSMUSG00000045708,chr6,42908878,42914273,37.73
ENSMUSG00000062906,chr15,89123307,89128700,54.88
ENSMUSG00000050015,chr2,36846310,36851702,38.94
ENSMUSG00000054409,chr15,43864646,43870036,43.31
ENSMUSG00000096757,chr9,38377086,38382474,35.7
ENSMUSG00000095528,chr14,43602627,43608013,41.56
ENSMUSG00000063704,chr15,75993769,75999154,58.97
ENSMUSG00000029713,chr5,137528127,137533510,60.09
ENSMUSG00000027245,chr2,121453290,121458672,47.07
ENSMUSG00000026420,chr1,130882074,130887454,47.93
ENSMUSG00000059070,chr7,45715457,45720836,53.05
ENSMUSG00000071636,chr16,17208603,17213982,55.84
ENSMUSG00000001504,chr13,72628820,72634198,54.25
ENSMUSG00000001105,chr11,78536361,78541737,47.18
ENSMUSG00000094612,chr7,108313451,108318827,34.91
ENSMUSG00000050075,chr3,59096448,59101821,39.67
ENSMUSG00000024560,chr18,74216124,74221496,57.84
ENSMUSG00000046168,chr14,61607457,61612826,40.35
ENSMUSG00000046834,chr15,101845426,101850794,49.45
ENSMUSG00000066756,chr7,18176494,18181862,43.3
ENSMUSG00000043614,chr5,135072900,135078266,56.64
ENSMUSG00000108948,chr7,106711031,106716396,36.97
ENSMUSG00000068349,chr15,74813452,74818815,48.96
ENSMUSG00000043496,chr6,53815468,53820830,55.44
ENSMUSG00000085861,chr13,24741232,24746592,46.45
ENSMUSG00000024014,chr17,29490753,29496112,53.02
ENSMUSG00000075478,chr14,108908800,108914158,47.12
ENSMUSG00000020325,chr10,79777272,79782630,57.62
ENSMUSG00000034117,chr19,10937160,10942511,51.55
ENSMUSG00000040415,chr10,127190378,127195728,54.16
ENSMUSG00000030507,chr7,49631499,49636849,52.05
ENSMUSG00000107662,chr10,129172573,129177921,34.83
ENSMUSG00000086361,chr15,73834561,73839908,56.71
ENSMUSG00000061626,chr7,103774358,103779698,36.6
ENSMUSG00000058017,chr1,107078167,107083506,35.77
ENSMUSG00000023262,chr9,106432981,106438319,53.92
ENSMUSG00000020808,chr11,72042032,72047370,53.14
ENSMUSG00000007603,chr17,56764757,56770093,56.45
ENSMUSG00000043964,chr7,127769815,127775150,49.89
ENSMUSG00000024645,chr18,84946191,84951524,41.34
ENSMUSG00000096852,chr15,82555072,82560403,50.09
ENSMUSG00000021278,chr12,111271095,111276426,60.28
ENSMUSG00000049988,chr8,70616155,70621483,53.93
ENSMUSG00000067525,chr19,12098006,12103334,39.28
ENSMUSG00000050023,chr2,88336721,88342048,32.73
ENSMUSG00000003032,chr4,55527143,55532466,52.76
ENSMUSG00000058295,chr6,132595913,132601236,41.55
ENSMUSG00000025403,chr10,127517123,127522444,56.65
ENSMUSG00000062732,chr7,24864620,24869941,47.78
ENSMUSG00000096289,chr19,13583511,13588832,34.59
ENSMUSG00000043605,chr6,43172140,43177460,38.73
ENSMUSG00000095002,chr10,129622615,129627934,34.55
ENSMUSG00000036975,chr1,119907890,119913208,46.59
ENSMUSG00000031428,chrX,136993155,136998472,46.35
ENSMUSG00000073954,chr7,103216996,103222313,35.07
ENSMUSG00000031487,chr8,27123364,27128680,48.24
ENSMUSG00000060600,chr11,70657202,70662513,52.22
ENSMUSG00000032060,chr9,50751325,50756636,50.34
ENSMUSG00000061984,chr11,73811740,73817049,35.59
ENSMUSG00000028680,chr4,117128655,117133963,56.23
ENSMUSG00000022589,chr15,74851010,74856318,52.48
ENSMUSG00000058820,chr9,39018073,39023377,34.93
ENSMUSG00000020913,chr11,99279959,99285262,48.32
ENSMUSG00000035773,chr10,79916971,79922273,58.51
ENSMUSG00000062867,chr9,108560286,108565584,51.24
ENSMUSG00000042279,chr6,115944938,115950236,51.5
ENSMUSG00000039878,chr10,128395931,128401229,55.61
ENSMUSG00000061961,chr10,129900570,129905867,31.31
ENSMUSG00000080933,chrX,37623318,37628612,43.19
ENSMUSG00000045587,chr7,24709242,24714535,51.34
ENSMUSG00000030050,chr6,87345650,87350942,43.13
ENSMUSG00000028049,chr3,89177473,89182765,51.52
ENSMUSG00000032399,chr9,64173375,64178666,42.71
ENSMUSG00000028996,chr4,149449687,149454978,46.16
ENSMUSG00000052301,chr7,126847416,126852705,58.64
ENSMUSG00000028969,chr5,24418241,24423530,51.85
ENSMUSG00000045573,chr4,4133531,4138819,43.86
ENSMUSG00000048521,chr9,123806475,123811760,41.2
ENSMUSG00000053178,chr5,4192367,4197651,40.08
ENSMUSG00000027286,chr2,120604238,120609520,42.1
ENSMUSG00000087075,chr12,111406809,111412090,57.14
ENSMUSG00000020258,chr9,106152857,106158138,55.09
ENSMUSG00000051251,chr1,172052292,172057573,51.21
ENSMUSG00000028989,chr4,148495183,148500460,49.7
ENSMUSG00000044121,chrX,77919786,77925062,38.17
ENSMUSG00000079522,chrX,77864758,77870033,38.21
ENSMUSG00000075193,chr2,86273814,86279088,31.17
ENSMUSG00000096703,chr2,111417842,111423115,34.83
ENSMUSG00000048299,chr9,39610655,39615927,38.12
ENSMUSG00000044560,chr2,111777429,111782700,34.14
ENSMUSG00000075165,chr2,87031260,87036531,32.76
ENSMUSG00000061875,chr2,87830533,87835803,30.6
ENSMUSG00000043383,chr4,118687486,118692756,44.94
ENSMUSG00000006356,chr12,113140236,113145506,58.66
ENSMUSG00000027338,chr2,131950861,131956130,47.34
ENSMUSG00000041319,chr17,23668614,23673882,51.57
ENSMUSG00000027246,chr2,121439010,121444278,48.81
ENSMUSG00000044994,chr19,12086746,12092013,39.27
ENSMUSG00000051451,chr7,90442729,90447994,44.17
ENSMUSG00000061614,chr9,19336457,19341718,32.71
ENSMUSG00000091531,chr17,37311795,37317054,35.55
ENSMUSG00000021127,chr12,80107754,80113013,50.23
ENSMUSG00000057817,chr19,12888266,12893524,35.08
ENSMUSG00000043085,chr4,141613376,141618633,56.79
ENSMUSG00000028148,chr3,94342099,94347352,48.17
ENSMUSG00000017733,chr2,164588343,164593594,47.7
ENSMUSG00000095789,chr5,129908540,129913789,48.46
ENSMUSG00000005161,chr8,84969587,84974834,48.61
ENSMUSG00000032921,chr11,68921835,68927081,47.47
ENSMUSG00000027079,chr2,84722104,84727350,43.64
ENSMUSG00000078812,chr11,69916714,69921958,53.73
ENSMUSG00000055820,chr9,39746249,39751493,36.45
ENSMUSG00000038000,chr8,105695860,105701102,54.61
ENSMUSG00000063106,chr14,52409131,52414373,43.16
ENSMUSG00000029882,chr6,41030268,41035509,39.16
ENSMUSG00000034837,chr9,107674474,107679712,53.35
ENSMUSG00000031931,chr9,14779618,14784856,40.18
ENSMUSG00000027406,chr2,130279309,130284547,49.25
ENSMUSG00000033156,chr2,149405057,149410293,41.53
ENSMUSG00000096714,chr7,106787963,106793198,37.76
ENSMUSG00000047044,chr19,18713193,18718428,45
ENSMUSG00000020484,chr11,5520659,5525893,51.19
ENSMUSG00000029754,chr6,6863334,6868568,49.21
ENSMUSG00000060254,chr9,40004348,40009582,35.72
ENSMUSG00000031891,chr8,105518755,105523988,54.81
ENSMUSG00000022055,chr14,68083863,68089095,46.74
ENSMUSG00000068856,chr3,96172332,96177564,49.84
ENSMUSG00000031179,chrX,64173548,64178778,44.18
ENSMUSG00000012777,chr7,44252148,44257378,55.11
ENSMUSG00000018574,chr11,70010183,70015411,54.75
ENSMUSG00000059623,chr9,20282351,20287578,32.77
ENSMUSG00000084336,chr2,90116187,90121412,38.65
ENSMUSG00000087260,chr3,107278858,107284082,42.93
ENSMUSG00000020607,chr12,14146830,14152054,50.3
ENSMUSG00000047910,chr18,37477814,37483038,43
ENSMUSG00000049843,chr2,86998398,87003618,31.43
ENSMUSG00000095044,chr14,41962708,41967927,43.91
ENSMUSG00000068574,chr6,42459979,42465196,40.88
ENSMUSG00000028998,chr5,23838944,23844161,41.41
ENSMUSG00000053909,chrX,38066475,38071691,44.39
ENSMUSG00000095212,chr7,107930446,107935661,36.14
ENSMUSG00000082980,chr2,90398683,90403897,39.41
ENSMUSG00000026258,chr1,87470271,87475482,53.95
ENSMUSG00000044763,chr16,56032609,56037819,41.95
ENSMUSG00000075139,chr2,88045920,88051129,36.12
ENSMUSG00000091255,chr5,14933221,14938429,44.4
ENSMUSG00000067522,chr19,12117996,12123203,43.13
ENSMUSG00000018927,chr11,83587882,83593087,43.68
ENSMUSG00000073409,chr17,35424850,35430055,53.03
ENSMUSG00000003873,chr7,45461697,45466898,51.6
ENSMUSG00000067855,chr5,13791619,13796820,44.18
ENSMUSG00000003184,chr7,44997648,45002848,53.76
ENSMUSG00000074896,chr19,34583531,34588731,43.18
ENSMUSG00000019295,chr5,33653216,33658416,51.86
ENSMUSG00000052751,chr6,48593883,48599082,57.17
ENSMUSG00000019437,chr11,78176711,78181909,52.66
ENSMUSG00000096405,chr14,36094917,36100114,43.54
ENSMUSG00000062729,chr1,171275990,171281186,52.88
ENSMUSG00000054422,chr6,71199827,71205023,47.59
ENSMUSG00000032011,chr9,44043384,44048579,53.87
ENSMUSG00000041571,chr7,15917208,15922402,53.34
ENSMUSG00000022594,chr15,74747852,74753046,56
ENSMUSG00000070382,chr11,73797861,73803052,37.71
ENSMUSG00000028716,chr4,115088708,115093899,52.21
ENSMUSG00000096009,chr17,38171388,38176578,34.37
ENSMUSG00000018446,chr11,70977836,70983026,49.8
ENSMUSG00000066042,chr4,132458731,132463921,46.06
ENSMUSG00000065968,chr16,13981699,13986888,43.49
ENSMUSG00000056853,chr10,129044817,129049998,38.4
ENSMUSG00000049625,chr13,56173704,56178885,51.12
ENSMUSG00000024962,chr19,6982473,6987651,52.5
ENSMUSG00000001510,chr11,95120119,95125296,55.54
ENSMUSG00000040502,chr10,127055011,127060184,57.79
ENSMUSG00000073721,chr4,144372760,144377933,44.72
ENSMUSG00000045395,chr19,13814275,13819447,34.43
ENSMUSG00000095483,chr10,129259127,129264298,35.42
ENSMUSG00000066240,chr7,108867208,108872379,40.89
ENSMUSG00000031155,chrX,7878262,7883432,50.34
ENSMUSG00000033200,chr17,25369273,25374442,54.06
ENSMUSG00000049561,chr17,37207950,37213118,44.77
ENSMUSG00000062128,chr11,73350783,73355951,39.27
ENSMUSG00000047545,chr7,103739775,103744943,35.77
ENSMUSG00000031813,chr8,71542922,71548085,54.82
ENSMUSG00000079334,chr9,107578887,107584050,54.36
ENSMUSG00000021905,chr14,32080566,32085729,44.5
ENSMUSG00000110259,chr7,103903487,103908650,38.01
ENSMUSG00000038418,chr18,34859823,34864984,57.77
ENSMUSG00000098274,chr16,55966275,55971435,42.82
ENSMUSG00000030008,chr6,85446810,85451970,51.77
ENSMUSG00000014791,chr8,105305601,105310760,55.7
ENSMUSG00000044811,chr11,114996721,115001880,50.08
ENSMUSG00000002550,chr2,32255002,32260159,55.8
ENSMUSG00000022570,chr15,75924676,75929832,54.76
ENSMUSG00000048022,chr6,24951141,24956297,46.05
ENSMUSG00000031609,chr8,57482707,57487860,41.19
ENSMUSG00000041483,chr1,136624901,136630053,44.73
ENSMUSG00000058398,chr9,110826690,110831839,51.11
ENSMUSG00000023046,chr15,102144362,102149511,52.58
ENSMUSG00000024925,chr19,5601873,5607019,54.01
ENSMUSG00000031077,chr7,144577318,144582463,51.73
ENSMUSG00000083947,chr17,37768607,37773749,38.01
ENSMUSG00000059657,chr16,36156811,36161953,40.27
ENSMUSG00000028741,chr4,139347435,139352576,53.01
ENSMUSG00000040576,chr5,134901593,134906733,51.14
ENSMUSG00000034889,chr10,81321103,81326242,58.66
ENSMUSG00000020875,chr11,96271457,96276595,53.71
ENSMUSG00000047969,chr2,86782479,86787616,30.81
ENSMUSG00000049339,chr1,75142778,75147913,52.76
ENSMUSG00000107711,chr11,58681099,58686233,42.24
ENSMUSG00000049168,chr6,42834384,42839516,39.29
ENSMUSG00000020676,chr11,82057823,82062955,42.82
ENSMUSG00000074435,chr3,92583867,92588997,43.21
ENSMUSG00000034923,chr17,35080480,35085610,49.62
ENSMUSG00000045883,chr19,13163000,13168130,32.49
ENSMUSG00000044139,chr7,127885841,127890970,53.59
ENSMUSG00000016529,chr1,131019845,131024974,46.1
ENSMUSG00000095300,chr13,50245181,50250308,46.61
ENSMUSG00000042386,chrX,140808307,140813433,48.23
ENSMUSG00000073774,chr4,115884400,115889526,51.16
ENSMUSG00000094918,chr13,50698312,50703435,46.55
ENSMUSG00000075383,chr2,36857539,36862660,38.72
ENSMUSG00000094893,chr9,46998741,47003860,44.71
ENSMUSG00000026475,chr1,153740349,153745468,50.45
ENSMUSG00000090698,chr6,134981718,134986836,47.31
ENSMUSG00000045598,chr7,127233061,127238179,53.94
ENSMUSG00000044737,chr7,43690418,43695536,47.49
ENSMUSG00000051232,chr11,78507055,78512172,43.96
ENSMUSG00000051936,chr6,40895270,40900387,36.87
ENSMUSG00000059824,chr7,45705088,45710203,56.22
ENSMUSG00000066750,chr9,37803031,37808144,38.82
ENSMUSG00000037845,chr9,50768236,50773348,44.18
ENSMUSG00000003031,chr6,134920401,134925513,43.81
ENSMUSG00000098789,chr2,120027483,120032594,53.29
ENSMUSG00000061022,chr13,23230836,23235947,39.34
ENSMUSG00000075211,chr2,85673657,85678767,34.87
ENSMUSG00000022615,chr15,89371931,89377039,55.8
ENSMUSG00000024403,chr17,35233660,35238767,52.31
ENSMUSG00000061208,chr6,57032284,57037391,34.59
ENSMUSG00000050810,chr4,144157557,144162663,40.67
ENSMUSG00000074695,chr10,118204942,118210047,43.09
ENSMUSG00000025737,chr17,25823627,25828730,56.78
ENSMUSG00000019909,chr10,51585416,51590517,40.32
ENSMUSG00000044814,chr7,102476579,102481679,47.34
ENSMUSG00000030431,chr7,4784557,4789656,50.29
ENSMUSG00000061477,chr12,28630854,28635953,48.67
ENSMUSG00000022484,chr15,102966796,102971893,47.74
ENSMUSG00000044551,chr14,70154405,70159502,51.43
ENSMUSG00000075202,chr2,86156743,86161838,38.05
ENSMUSG00000078118,chr7,108100849,108105944,34.5
ENSMUSG00000025381,chr10,128322459,128327553,48.36
ENSMUSG00000095577,chr6,131486400,131491493,36.51
ENSMUSG00000036480,chr1,87183313,87188405,57.8
ENSMUSG00000059411,chr6,43213021,43218113,36.13
ENSMUSG00000108931,chr2,111375522,111380613,34.25
ENSMUSG00000068816,chr2,87779483,87784572,33.87
ENSMUSG00000090035,chr10,99108159,99113247,45.67
ENSMUSG00000003814,chr8,84841850,84846934,48.79
ENSMUSG00000022571,chr15,75916477,75921560,51.06
ENSMUSG00000022575,chr15,75862327,75867408,53.92
ENSMUSG00000036594,chr17,34282744,34287823,46.36
ENSMUSG00000024397,chr17,35170991,35176068,52.28
ENSMUSG00000054951,chr17,40875482,40880559,43.4
ENSMUSG00000033436,chrX,134804145,134809221,51.72
ENSMUSG00000055177,chr2,148750358,148755433,45.65
ENSMUSG00000096365,chr19,13231328,13236400,33.75
ENSMUSG00000031388,chrX,73916873,73921944,50.43
ENSMUSG00000069515,chr10,117287797,117292868,46.08
ENSMUSG00000036492,chr17,36942918,36947986,53.66
ENSMUSG00000049028,chr9,20298532,20303599,37.1
ENSMUSG00000025732,chr17,25863698,25868764,56.96
ENSMUSG00000108348,chr7,16983086,16988152,47.72
ENSMUSG00000030713,chr7,43811294,43816359,49.66
ENSMUSG00000078302,chr13,98354242,98359305,54.4
ENSMUSG00000049362,chr16,58795207,58800268,37.1
ENSMUSG00000035148,chr12,52023003,52028063,41.89
ENSMUSG00000092473,chr7,23950632,23955691,38
ENSMUSG00000048982,chr12,75411722,75416781,46.19
ENSMUSG00000024116,chr17,23868056,23873114,52.11
ENSMUSG00000074454,chr8,20892669,20897723,42.73
ENSMUSG00000038462,chr13,30540308,30545362,41.46
ENSMUSG00000055679,chr13,61159204,61164256,37.32
ENSMUSG00000073915,chr7,105032698,105037750,38.57
ENSMUSG00000039518,chr17,35552128,35557180,53.75
ENSMUSG00000045211,chr14,70577637,70582688,53.37
ENSMUSG00000020743,chr11,115607918,115612969,53.09
ENSMUSG00000058659,chr9,19780283,19785333,33.12
ENSMUSG00000048356,chr19,13777878,13782920,35.83
ENSMUSG00000111456,chr2,89573406,89578447,33.22
ENSMUSG00000050526,chr1,134385940,134390981,47.26
ENSMUSG00000048347,chr18,37489465,37494505,41.76
ENSMUSG00000061342,chr2,88181880,88186919,30.81
ENSMUSG00000024742,chr19,10199132,10204169,49.11
ENSMUSG00000079007,chr12,105201957,105206993,49.12
ENSMUSG00000046697,chr11,118988188,118993221,53.95
ENSMUSG00000078657,chr3,93144787,93149819,46.29
ENSMUSG00000109659,chr7,103440407,103445439,37.79
ENSMUSG00000015542,chr11,115182832,115187859,53.74
ENSMUSG00000037689,chr17,86917348,86922374,47.42
ENSMUSG00000069118,chr3,6615418,6620443,35
ENSMUSG00000006638,chr5,30950066,30955091,49.56
ENSMUSG00000041550,chr12,104101113,104106137,47.14
ENSMUSG00000039059,chr2,180099465,180104488,59.99
ENSMUSG00000109058,chr7,106871870,106876891,37.67
ENSMUSG00000015013,chr8,122611640,122616660,52.98
ENSMUSG00000059873,chr2,85973895,85978913,33.95
ENSMUSG00000035592,chr11,100011195,100016212,46.87
ENSMUSG00000027131,chr2,112363011,112368027,42.26
ENSMUSG00000043066,chr7,10272991,10278006,35.59
ENSMUSG00000043385,chr4,58782704,58787716,37.46
ENSMUSG00000009563,chr2,32757234,32762244,54.62
ENSMUSG00000021032,chr12,87097531,87102539,53.38
ENSMUSG00000096566,chr2,111911264,111916271,32.61
ENSMUSG00000021099,chr12,72939892,72944899,45.13
ENSMUSG00000039660,chr2,30173453,30178459,55.2
ENSMUSG00000021134,chr12,80945504,80950507,44.7
ENSMUSG00000020216,chr10,80808496,80813498,53.01
ENSMUSG00000094637,chr13,22553198,22558200,38.64
ENSMUSG00000063354,chr15,76612383,76617384,55.98
ENSMUSG00000059821,chr9,19373668,19378669,31.13
ENSMUSG00000078784,chr3,14606284,14611285,37.94
ENSMUSG00000027569,chr2,180581304,180586304,52.25
ENSMUSG00000063615,chr7,103889485,103894485,35.11
ENSMUSG00000033294,chr5,110648418,110653417,54.72
ENSMUSG00000045340,chr7,10631532,10636530,39.39
ENSMUSG00000040740,chr4,141618824,141623821,55.16
ENSMUSG00000057388,chr17,12911349,12916345,44.59
ENSMUSG00000020098,chr10,61089331,61094324,49.5
ENSMUSG00000003051,chr1,135253575,135258568,54.75
ENSMUSG00000068302,chr6,85423886,85428877,48.98
ENSMUSG00000069516,chr10,117277331,117282321,47.08
ENSMUSG00000095138,chr10,129328854,129333844,34.78
ENSMUSG00000043453,chrX,72381870,72386858,45.74
ENSMUSG00000046593,chr4,40472180,40477168,46
ENSMUSG00000038840,chr2,180929023,180934010,51.94
ENSMUSG00000094632,chr10,129980075,129985062,38.47
ENSMUSG00000093957,chr17,40632075,40637060,36.84
ENSMUSG00000031991,chr9,27396800,27401785,47.93
ENSMUSG00000059878,chr6,116624016,116628999,44.12
ENSMUSG00000022346,chr15,61985391,61990374,52.97
ENSMUSG00000050628,chr11,116434094,116439077,56.5
ENSMUSG00000094559,chr15,82615965,82620946,49.48
ENSMUSG00000037771,chr2,158610767,158615748,57.91
ENSMUSG00000015672,chr13,14608184,14613165,39.38
ENSMUSG00000027324,chr2,119034790,119039769,46.81
ENSMUSG00000095910,chr7,107820566,107825541,35.79
ENSMUSG00000070388,chr11,72314444,72319416,49.04
ENSMUSG00000032959,chr5,117282654,117287625,52.72
ENSMUSG00000044487,chr2,87187798,87192767,30.56
ENSMUSG00000061295,chr2,89991221,89996189,38.2
ENSMUSG00000043866,chr7,105739393,105744361,50.92
ENSMUSG00000068606,chr18,60268305,60273272,40.32
ENSMUSG00000002228,chr3,104781056,104786018,55.89
ENSMUSG00000051652,chr10,77897575,77902536,55.18
ENSMUSG00000018677,chr11,102402985,102407946,57.72
ENSMUSG00000053815,chr14,50614879,50619839,38.24
ENSMUSG00000045031,chr3,37307749,37312708,43.39
ENSMUSG00000049758,chr2,112154198,112159157,36.01
ENSMUSG00000040236,chr8,3676299,3681255,50.88
ENSMUSG00000047977,chr14,69289344,69294299,49.7
ENSMUSG00000033938,chr8,83566671,83571626,54.52
ENSMUSG00000078787,chr7,27153714,27158668,52.69
ENSMUSG00000043099,chr11,75164565,75169519,66.01
ENSMUSG00000037740,chr2,130563742,130568695,50.36
ENSMUSG00000020123,chr10,122448499,122453452,44.45
ENSMUSG00000020286,chr11,23516203,23521155,44.34
ENSMUSG00000068818,chr2,87632583,87637535,32.83
ENSMUSG00000006732,chr10,127041414,127046365,52.83
ENSMUSG00000001943,chr9,37539255,37544205,48.76
ENSMUSG00000001496,chr12,56531958,56536908,58.61
ENSMUSG00000062833,chr6,41968140,41973090,36.44
ENSMUSG00000022620,chr15,89472476,89477425,55.19
ENSMUSG00000058194,chr2,87453962,87458911,30.77
ENSMUSG00000074849,chr13,65033058,65038004,43.74
ENSMUSG00000079521,chrX,78125467,78130403,32.37
ENSMUSG00000055691,chrX,160902116,160907052,39.09
ENSMUSG00000045204,chr9,19032735,19037670,31.24
ENSMUSG00000017801,chr11,101087277,101092207,50.7
ENSMUSG00000075167,chr2,86986291,86991221,34.58
ENSMUSG00000041141,chr7,16959679,16964607,49.67
ENSMUSG00000075209,chr2,85797618,85802544,33.35
ENSMUSG00000074966,chr2,111230360,111235286,31.74
ENSMUSG00000017747,chr11,100766032,100770957,53.78
ENSMUSG00000067279,chr19,36731731,36736653,43.61
ENSMUSG00000098348,chrX,38038199,38043114,48.94
ENSMUSG00000047824,chr3,89430214,89435128,54.55
ENSMUSG00000013653,chr11,58421111,58426024,46.95
ENSMUSG00000101078,chr2,88123360,88128272,31.69
ENSMUSG00000049498,chr19,12930840,12935752,37.37
ENSMUSG00000071415,chr11,97777527,97782437,46.87
ENSMUSG00000030678,chr7,127022130,127027037,62.86
ENSMUSG00000030823,chr7,127382260,127387166,52.03
ENSMUSG00000051113,chr7,44496581,44501486,52.45
ENSMUSG00000068762,chr3,107938847,107943749,51.07
ENSMUSG00000109835,chr14,50183296,50188198,34.35
ENSMUSG00000012520,chr5,67094399,67099301,49.56
ENSMUSG00000025499,chr7,141189105,141194005,58.17
ENSMUSG00000051706,chrX,74592679,74597578,36.61
ENSMUSG00000006299,chr1,74279840,74284738,54.07
ENSMUSG00000073931,chr7,104104873,104109766,41.85
ENSMUSG00000047511,chr11,49109982,49114874,42.31
ENSMUSG00000049300,chr3,110246109,110250998,46.58
ENSMUSG00000073600,chr18,35650351,35655238,59.51
ENSMUSG00000068267,chr2,131175182,131180067,56.28
ENSMUSG00000027405,chr2,130274430,130279313,50.33
ENSMUSG00000071652,chr19,8893005,8897888,52.78
ENSMUSG00000072494,chr14,54872669,54877550,53.71
ENSMUSG00000102091,chr2,86045861,86050742,33.04
ENSMUSG00000005503,chr6,52313498,52318378,58.84
ENSMUSG00000031347,chrX,72913532,72918411,39.49
ENSMUSG00000030669,chr7,114631478,114636357,46.56
ENSMUSG00000073917,chr7,104878031,104882906,34.84
ENSMUSG00000028751,chr4,138877942,138882817,55.41
ENSMUSG00000058119,chr6,41392356,41397230,41.19
ENSMUSG00000022114,chr14,105891947,105896819,48.51
ENSMUSG00000091903,chr5,11594913,11599784,43.99
ENSMUSG00000071770,chrX,37557412,37562283,43.53
ENSMUSG00000024846,chr19,5344705,5349574,52.36
ENSMUSG00000079283,chr1,138851983,138856852,43.96
ENSMUSG00000068085,chr15,82389154,82394022,50.17
ENSMUSG00000094626,chr6,120488939,120493807,59.33
ENSMUSG00000075215,chr2,85607037,85611903,36.06
ENSMUSG00000047884,chr7,43791891,43796757,50.98
ENSMUSG00000007021,chr17,24685092,24689955,53.74
ENSMUSG00000074476,chr9,21755442,21760303,51.52
ENSMUSG00000039215,chr6,48986861,48991722,50.9
ENSMUSG00000094805,chr11,58839251,58844111,43.04
ENSMUSG00000078137,chr2,118699103,118703963,57.15
ENSMUSG00000049047,chrX,134756595,134761455,45.85
ENSMUSG00000006390,chr4,118428093,118432953,54.21
ENSMUSG00000089682,chr14,54883377,54888234,52.28
ENSMUSG00000024193,chr17,26933052,26937908,57.83
